PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
32016958,"Exosomal miR-22-3p derived from peritoneal macrophages enhances proliferation, migration, and invasion of ectopic endometrial stromal cells through regulation of the SIRT1/NF-κB signaling pathway","Zhang L, Li HH, Yuan M, Li D, Wang GY.",Eur Rev Med Pharmacol Sci. 2020 Jan;24(2):571-580. doi: 10.26355/eurrev_202001_20033.,Zhang L,Eur Rev Med Pharmacol Sci,2020,2020/2/5,,,10.26355/eurrev_202001_20033
31903498,microRNA-141 inhibits TGF-β1-induced epithelial-to-mesenchymal transition through inhibition of the TGF-β1/SMAD2 signalling pathway in endometriosis,"Wang S, Zhang M, Zhang T, Deng J, Xia X, Fang X.",Arch Gynecol Obstet. 2020 Mar;301(3):707-714. doi: 10.1007/s00404-019-05429-w. Epub 2020 Jan 4.,Wang S,Arch Gynecol Obstet,2020,2020/1/7,PMC7060956,,10.1007/s00404-019-05429-w
31875878,Erratum: MicroRNAs in endometriosis biological function and emerging biomarker candidates,"Bjorkman S, Taylor HS.",Biol Reprod. 2019 Dec 24;101(6):1179. doi: 10.1093/biolre/ioz219.,Bjorkman S,Biol Reprod,2019,2019/12/27,PMC6930999,,10.1093/biolre/ioz219
31863773,miR-92a promotes progesterone resistance in endometriosis through PTEN/AKT pathway,"Li M, Peng J, Shi Y, Sun P.",Life Sci. 2020 Feb 1;242:117190. doi: 10.1016/j.lfs.2019.117190. Epub 2019 Dec 18.,Li M,Life Sci,2020,2019/12/22,,,10.1016/j.lfs.2019.117190
31845823,Expression profiles of tRNA-derived fragments and their potential roles in ovarian endometriosis,"Shen L, Hong X, Zhou W, Zhang Y.",Epigenomics. 2020 Feb;12(3):183-197. doi: 10.2217/epi-2019-0277. Epub 2019 Dec 17.,Shen L,Epigenomics,2020,2019/12/18,,,10.2217/epi-2019-0277
31796963,Is the profile of transcripts altered in the eutopic endometrium of infertile women with endometriosis during the implantation window?,"Da Broi MG, Meola J, Plaça JR, Peronni KC, Rocha CV, Silva WA, Ferriani RA, Navarro PA.",Hum Reprod. 2019 Dec 1;34(12):2381-2390. doi: 10.1093/humrep/dez225.,Da Broi MG,Hum Reprod,2019,2019/12/5,,,10.1093/humrep/dez225
31747809,Intrauterine Bacterial Colonization and Endometrial MicroRNA-17-5p Levels in Association to Endometriosis: A Study in an Egyptian Population,"Nabiel Y, ELshahawy H, Mosbah A.",Immunol Invest. 2020 Aug;49(6):611-621. doi: 10.1080/08820139.2019.1693592. Epub 2019 Nov 21.,Nabiel Y,Immunol Invest,2020,2019/11/22,,,10.1080/08820139.2019.1693592
31744497,MicroRNA-451 is downregulated in the follicular fluid of women with endometriosis and influences mouse and human embryonic potential,"Li X, Zhang W, Fu J, Xu Y, Gu R, Qu R, Li L, Sun Y, Sun X.",Reprod Biol Endocrinol. 2019 Nov 19;17(1):96. doi: 10.1186/s12958-019-0538-z.,Li X,Reprod Biol Endocrinol,2019,2019/11/21,PMC6862852,,10.1186/s12958-019-0538-z
31736153,Long noncoding RNA CHL1-AS1 promotes cell proliferation and migration by sponging miR-6076 to regulate CHL1 expression in endometrial cancer,"Shi Y, Zha J, Zuo M, Yan Q, Song H.",J Cell Biochem. 2020 Mar;121(3):2655-2663. doi: 10.1002/jcb.29486. Epub 2019 Nov 17.,Shi Y,J Cell Biochem,2020,2019/11/19,,,10.1002/jcb.29486
31731537,Interplay Between MicroRNAs and Oxidative Stress in Ovarian Conditions with a Focus on Ovarian Cancer and Endometriosis,"Marí-Alexandre J, Carcelén AP, Agababyan C, Moreno-Manuel A, García-Oms J, Calabuig-Fariñas S, Gilabert-Estellés J.",Int J Mol Sci. 2019 Oct 25;20(21):5322. doi: 10.3390/ijms20215322.,Marí-Alexandre J,Int J Mol Sci,2019,2019/11/17,PMC6862266,,10.3390/ijms20215322
31674024,miR-488 mediates negative regulation of the AKT/NF-κB pathway by targeting Rac1 in LPS-induced inflammation,"Liu J, Guo S, Jiang K, Zhang T, Zhiming W, Yaping Y, Jing Y, Shaukat A, Deng G.",J Cell Physiol. 2020 May;235(5):4766-4777. doi: 10.1002/jcp.29354. Epub 2019 Oct 31.,Liu J,J Cell Physiol,2020,2019/11/2,,,10.1002/jcp.29354
31638263,miR‑455 targets FABP4 to protect human endometrial stromal cells from cytotoxicity induced by hydrogen peroxide,"Tang W, Chen O, Yao F, Cui L.",Mol Med Rep. 2019 Dec;20(6):4781-4790. doi: 10.3892/mmr.2019.10727. Epub 2019 Oct 4.,Tang W,Mol Med Rep,2019,2019/10/23,PMC6854537,,10.3892/mmr.2019.10727
31622327,Role of MicroRNA for detection of early stage of Endometriosis,"Raza Raja MH, Farooqui N, Rehman R.",J Pak Med Assoc. 2019 Oct;69(10):1579-1580.,Raza Raja MH,J Pak Med Assoc,2019,2019/10/18,,,
31595574,SNP rs710886 A>G in long noncoding RNA PCAT1 is associated with the risk of endometriosis by modulating expression of multiple stemness-related genes via microRNA-145 signaling pathway,"Wang L, Xing Q, Feng T, He M, Yu W, Chen H.",J Cell Biochem. 2020 Feb;121(2):1703-1715. doi: 10.1002/jcb.29406. Epub 2019 Oct 8.,Wang L,J Cell Biochem,2020,2019/10/10,,,10.1002/jcb.29406
31565224,Evaluation of miR-135a/b expression in endometriosis lesions,"Petracco R, Dias ACO, Taylor H, Petracco Á, Badalotti M, Michelon JDR, Marinowic DR, Hentschke M, Azevedo PN, Zanirati G, Machado DC.",Biomed Rep. 2019 Oct;11(4):181-187. doi: 10.3892/br.2019.1237. Epub 2019 Sep 2.,Petracco R,Biomed Rep,2019,2019/10/1,PMC6759580,,10.3892/br.2019.1237
31557499,MALAT1 is involved in the pathophysiological process of PCOS by modulating TGFβ signaling in granulosa cells,"Zhang D, Tang HY, Tan L, Zhao DM.",Mol Cell Endocrinol. 2020 Jan 1;499:110589. doi: 10.1016/j.mce.2019.110589. Epub 2019 Sep 23.,Zhang D,Mol Cell Endocrinol,2020,2019/9/27,,,10.1016/j.mce.2019.110589
31547870,miR-205-5p inhibits human endometriosis progression by targeting ANGPT2 in endometrial stromal cells,"Zhou CF, Liu MJ, Wang W, Wu S, Huang YX, Chen GB, Liu LM, Peng DX, Wang XF, Cai XZ, Li XX, Feng WQ, Ma Y.",Stem Cell Res Ther. 2019 Sep 23;10(1):287. doi: 10.1186/s13287-019-1388-5.,Zhou CF,Stem Cell Res Ther,2019,2019/9/25,PMC6757391,,10.1186/s13287-019-1388-5
31534048,Extracellular vesicles from endometriosis patients are characterized by a unique miRNA-lncRNA signature,"Khalaj K, Miller JE, Lingegowda H, Fazleabas AT, Young SL, Lessey BA, Koti M, Tayade C.",JCI Insight. 2019 Sep 19;4(18):e128846. doi: 10.1172/jci.insight.128846.,Khalaj K,JCI Insight,2019,2019/9/20,PMC6795291,,10.1172/jci.insight.128846
31531311,Reduced microRNA-451 expression in eutopic endometrium contributes to the pathogenesis of endometriosis,"Gao S, Liu S, Gao ZM, Deng P, Wang DB.",World J Clin Cases. 2019 Aug 26;7(16):2155-2164. doi: 10.12998/wjcc.v7.i16.2155.,Gao S,World J Clin Cases,2019,2019/9/19,PMC6718782,,10.12998/wjcc.v7.i16.2155
31530272,A Systematic Review and Bioinformatics Study on Genes and micro-RNAs Involving the Transformation of Endometriosis into Ovarian Cancer,"Sheikhvatan M, Chaichian S, Moazzami B.",Microrna. 2020;9(2):101-111. doi: 10.2174/2211536608666190917152104.,Sheikhvatan M,Microrna,2020,2019/9/19,PMC7366012,,10.2174/2211536608666190917152104
31425004,MicroRNA-142-3p suppresses endometriosis by regulating KLF9-mediated autophagy in vitro and in vivo,"Ma L, Li Z, Li W, Ai J, Chen X.",RNA Biol. 2019 Dec;16(12):1733-1748. doi: 10.1080/15476286.2019.1657352. Epub 2019 Aug 25.,Ma L,RNA Biol,2019,2019/8/20,PMC6844572,,10.1080/15476286.2019.1657352
31411334,Plasma miRNAs as biomarkers for endometriosis,"Vanhie A, O D, Peterse D, Beckers A, Cuéllar A, Fassbender A, Meuleman C, Mestdagh P, D'Hooghe T.",Hum Reprod. 2019 Sep 29;34(9):1650-1660. doi: 10.1093/humrep/dez116.,Vanhie A,Hum Reprod,2019,2019/8/15,PMC6736379,,10.1093/humrep/dez116
31354069,miR-451a Inhibition Reduces Established Endometriosis Lesions in Mice,"Li M, Zhou Y, Taylor HS.",Reprod Sci. 2019 Nov;26(11):1506-1511. doi: 10.1177/1933719119862050. Epub 2019 Jul 28.,Li M,Reprod Sci,2019,2019/7/30,,,10.1177/1933719119862050
31339848,"Endometriosis Pathoetiology and Pathophysiology: Roles of Vitamin A, Estrogen, Immunity, Adipocytes, Gut Microbiome and Melatonergic Pathway on Mitochondria Regulation",Anderson G.,Biomol Concepts. 2019 Jul 19;10(1):133-149. doi: 10.1515/bmc-2019-0017.,Anderson G,Biomol Concepts,2019,2019/7/25,,,10.1515/bmc-2019-0017
31323679,The estrogen-regulated lncRNA H19/miR-216a-5p axis alters stromal cell invasion and migration via ACTA2 in endometriosis,"Xu Z, Zhang L, Yu Q, Zhang Y, Yan L, Chen ZJ.",Mol Hum Reprod. 2019 Sep 1;25(9):550-561. doi: 10.1093/molehr/gaz040.,Xu Z,Mol Hum Reprod,2019,2019/7/20,,,10.1093/molehr/gaz040
31256999,Functional polymorphism within NUP210 encoding for nucleoporin GP210 is associated with the risk of endometriosis,"Cipollini M, Luisi S, Piomboni P, Luddi A, Landi D, Melaiu O, Figlioli G, Garritano S, Cappelli V, Viganò P, Gemignani F, Petraglia F, Landi S.",Fertil Steril. 2019 Aug;112(2):343-352.e1. doi: 10.1016/j.fertnstert.2019.04.011. Epub 2019 Jun 27.,Cipollini M,Fertil Steril,2019,2019/7/2,,,10.1016/j.fertnstert.2019.04.011
31233772,MicroRNA-126-5p downregulates BCAR3 expression to promote cell migration and invasion in endometriosis,"Meng X, Liu J, Wang H, Chen P, Wang D.",Mol Cell Endocrinol. 2019 Aug 20;494:110486. doi: 10.1016/j.mce.2019.110486. Epub 2019 Jun 21.,Meng X,Mol Cell Endocrinol,2019,2019/6/25,,,10.1016/j.mce.2019.110486
31217548,"Human endometriotic lesion expression of the miR-144-3p/miR-451a cluster, its correlation with markers of cell survival and origin of lesion content","Nothnick WB, Swan K, Flyckt R, Falcone T, Graham A.",Sci Rep. 2019 Jun 19;9(1):8823. doi: 10.1038/s41598-019-45243-7.,Nothnick WB,Sci Rep,2019,2019/6/21,PMC6584560,,10.1038/s41598-019-45243-7
31185482,Lack of an Association between a Polymorphism in the KRAS 3' Untranslated Region (rs61764370) and Endometriosis in a Large European Case-Control Study,"D'Hooghe TM, Grechukhina O, Cho S, Fassbender A, O D, Peterse D, Weidhaas J, Taylor HS.",Gynecol Obstet Invest. 2019;84(6):575-582. doi: 10.1159/000500626. Epub 2019 Jun 11.,D'Hooghe TM,Gynecol Obstet Invest,2019,2019/6/12,,,10.1159/000500626
31144476,Circular RNA expression profiles and bioinformatics analysis in ovarian endometriosis,"Wang D, Luo Y, Wang G, Yang Q.",Mol Genet Genomic Med. 2019 Jul;7(7):e00756. doi: 10.1002/mgg3.756. Epub 2019 May 29.,Wang D,Mol Genet Genomic Med,2019,2019/5/31,PMC6637292,,10.1002/mgg3.756
31133163,Expression and Significance of miR-126 and miR-145 in Infertility due to Endometriosis,"Cheng F, Lu L, Wang H, Cheng H, Zhang D.",J Coll Physicians Surg Pak. 2019 Jun;29(6):585-587. doi: 10.29271/jcpsp.2019.06.585.,Cheng F,J Coll Physicians Surg Pak,2019,2019/5/29,,,10.29271/jcpsp.2019.06.585
31129698,miR-141-3p affects apoptosis and migration of endometrial stromal cells by targeting KLF-12,"Zhang Y, Yan J, Pan X.",Pflugers Arch. 2019 Aug;471(8):1055-1063. doi: 10.1007/s00424-019-02283-2. Epub 2019 May 25.,Zhang Y,Pflugers Arch,2019,2019/5/27,,,10.1007/s00424-019-02283-2
31126056,Circulating miRNAs as Biomarkers for Endometriosis and Endometriosis-Related Ovarian Cancer-An Overview,"Moga MA, Bălan A, Dimienescu OG, Burtea V, Dragomir RM, Anastasiu CV.",J Clin Med. 2019 May 23;8(5):735. doi: 10.3390/jcm8050735.,Moga MA,J Clin Med,2019,2019/5/26,PMC6571871,,10.3390/jcm8050735
31122533,miR-146b level and variants is associated with endometriosis related macrophages phenotype and plays a pivotal role in the endometriotic pain symptom,"Zhang Z, Li H, Zhao Z, Gao B, Meng L, Feng X.",Taiwan J Obstet Gynecol. 2019 May;58(3):401-408. doi: 10.1016/j.tjog.2018.12.003.,Zhang Z,Taiwan J Obstet Gynecol,2019,2019/5/25,,,10.1016/j.tjog.2018.12.003
31085188,LncRNA-H19 regulates cell proliferation and invasion of ectopic endometrium by targeting ITGB3 via modulating miR-124-3p,"Liu S, Qiu J, Tang X, Cui H, Zhang Q, Yang Q.",Exp Cell Res. 2019 Aug 15;381(2):215-222. doi: 10.1016/j.yexcr.2019.05.010. Epub 2019 May 11.,Liu S,Exp Cell Res,2019,2019/5/16,,,10.1016/j.yexcr.2019.05.010
31054362,The role of MiRNA in polycystic ovary syndrome (PCOS),"Chen B, Xu P, Wang J, Zhang C.",Gene. 2019 Jul 20;706:91-96. doi: 10.1016/j.gene.2019.04.082. Epub 2019 May 1.,Chen B,Gene,2019,2019/5/5,,,10.1016/j.gene.2019.04.082
31028947,"Link between Endometriosis, Atherosclerotic Cardiovascular Disease, and the Health of Women Midlife","Taskin O, Rikhraj K, Tan J, Sedlak T, Rowe TC, Bedaiwy MA.",J Minim Invasive Gynecol. 2019 Jul-Aug;26(5):781-784. doi: 10.1016/j.jmig.2019.02.022. Epub 2019 Apr 25.,Taskin O,J Minim Invasive Gynecol,2019,2019/4/28,,,10.1016/j.jmig.2019.02.022
31023528,Downregulated circular RNA hsa_circ_0067301 regulates epithelial-mesenchymal transition in endometriosis via the miR-141/Notch signaling pathway,"Zhang M, Wang S, Tang L, Wang X, Zhang T, Xia X, Fang X.",Biochem Biophys Res Commun. 2019 Jun 18;514(1):71-77. doi: 10.1016/j.bbrc.2019.04.109. Epub 2019 Apr 23.,Zhang M,Biochem Biophys Res Commun,2019,2019/4/27,,,10.1016/j.bbrc.2019.04.109
30982470,Adipocyte alterations in endometriosis: reduced numbers of stem cells and microRNA induced alterations in adipocyte metabolic gene expression,"Zolbin MM, Mamillapalli R, Nematian SE, Goetz TG, Taylor HS.",Reprod Biol Endocrinol. 2019 Apr 15;17(1):36. doi: 10.1186/s12958-019-0480-0.,Zolbin MM,Reprod Biol Endocrinol,2019,2019/4/16,PMC6463663,,10.1186/s12958-019-0480-0
30940310,MicroRNA-2861 targets STAT3 and MMP2 to regulate the proliferation and apoptosis of ectopic endometrial cells in endometriosis,"Yu H, Zhong Q, Xia Y, Li E, Wang S, Ren R.",Pharmazie. 2019 Apr 1;74(4):243-249. doi: 10.1691/ph.2019.8881.,Yu H,Pharmazie,2019,2019/4/4,,,10.1691/ph.2019.8881
30909166,Genome-wide profiling of miRNA expression patterns in tubal endometriosis,"Qi H, Liang G, Yu J, Wang X, Liang Y, He X, Feng T, Zhang J.",Reproduction. 2019 Jun;157(6):525-534. doi: 10.1530/REP-18-0631.,Qi H,Reproduction,2019,2019/3/26,,,10.1530/REP-18-0631
30905186,Diagnosis of endometriosis in the 21st century,"Kiesel L, Sourouni M.",Climacteric. 2019 Jun;22(3):296-302. doi: 10.1080/13697137.2019.1578743. Epub 2019 Mar 25.,Kiesel L,Climacteric,2019,2019/3/26,,,10.1080/13697137.2019.1578743
30825291,"Endometriotic Mesenchymal Stem Cells Epigenetic Pathogenesis: Deregulation of miR-200b, miR-145, and let7b in A Functional Imbalanced Epigenetic Disease","Mashayekhi P, Noruzinia M, Zeinali S, Khodaverdi S.",Cell J. 2019 Jul;21(2):179-185. doi: 10.22074/cellj.2019.5903. Epub 2019 Feb 20.,Mashayekhi P,Cell J,2019,2019/3/3,PMC6397607,,10.22074/cellj.2019.5903
30797471,New biomarkers in endometriosis,"Coutinho LM, Ferreira MC, Rocha ALL, Carneiro MM, Reis FM.",Adv Clin Chem. 2019;89:59-77. doi: 10.1016/bs.acc.2018.12.002.,Coutinho LM,Adv Clin Chem,2019,2019/2/25,,,10.1016/bs.acc.2018.12.002
30760709,MiR-210-3p protects endometriotic cells from oxidative stress-induced cell cycle arrest by targeting BARD1,"Dai Y, Lin X, Xu W, Lin X, Huang Q, Shi L, Pan Y, Zhang Y, Zhu Y, Li C, Liu L, Zhang S.",Cell Death Dis. 2019 Feb 13;10(2):144. doi: 10.1038/s41419-019-1395-6.,Dai Y,Cell Death Dis,2019,2019/2/15,PMC6374490,,10.1038/s41419-019-1395-6
30729701,"MicroRNA-488 inhibits endometrial glandular epithelial cell proliferation, migration, and invasion in endometriosis mice via Wnt by inhibiting FZD7","Zhu H, Cao XX, Liu J, Hua H.",J Cell Mol Med. 2019 Apr;23(4):2419-2430. doi: 10.1111/jcmm.14078. Epub 2019 Feb 7.,Zhu H,J Cell Mol Med,2019,2019/2/8,PMC6433721,,10.1111/jcmm.14078
30721951,MicroRNAs in endometriosis: biological function and emerging biomarker candidates†,"Bjorkman S, Taylor HS.",Biol Reprod. 2019 May 1;100(5):1135-1146. doi: 10.1093/biolre/ioz014.,Bjorkman S,Biol Reprod,2019,2019/2/6,PMC6497525,,10.1093/biolre/ioz014
30674267,The Role of Exosomes in Diseases Related to Infertility,"Jiayu H, Hanke Z, Ying G.",Curr Stem Cell Res Ther. 2019;14(5):437-441. doi: 10.2174/1574888X14666190123162842.,Jiayu H,Curr Stem Cell Res Ther,2019,2019/1/25,,,10.2174/1574888X14666190123162842
30664209,Upregulation of miR‑33b promotes endometriosis via inhibition of Wnt/β‑catenin signaling and ZEB1 expression,"Zhang H, Li G, Sheng X, Zhang S.",Mol Med Rep. 2019 Mar;19(3):2144-2152. doi: 10.3892/mmr.2019.9870. Epub 2019 Jan 17.,Zhang H,Mol Med Rep,2019,2019/1/22,PMC6390049,,10.3892/mmr.2019.9870
30649983,Preliminary functional inquiry of lncRNA ENST00000433673 in embryo implantation using bioinformatics analysis,"Li D, Jiang W, Jiang Y, Wang S, Fang J, Zhu L, Zhu Y, Yan G, Sun H, Chen L, Zhang N.",Syst Biol Reprod Med. 2019 Apr;65(2):164-173. doi: 10.1080/19396368.2018.1563844. Epub 2019 Jan 16.,Li D,Syst Biol Reprod Med,2019,2019/1/17,,,10.1080/19396368.2018.1563844
30608536,Plasma miRNAs Display Limited Potential as Diagnostic Tools for Endometriosis,"Nisenblat V, Sharkey DJ, Wang Z, Evans SF, Healey M, Ohlsson Teague EMC, Print CG, Robertson SA, Hull ML.",J Clin Endocrinol Metab. 2019 Jun 1;104(6):1999-2022. doi: 10.1210/jc.2018-01464.,Nisenblat V,J Clin Endocrinol Metab,2019,2019/1/5,,,10.1210/jc.2018-01464
30576245,Increased circulating miR-370-3p regulates steroidogenic factor 1 in endometriosis,"Hu Z, Mamillapalli R, Taylor HS.",Am J Physiol Endocrinol Metab. 2019 Mar 1;316(3):E373-E382. doi: 10.1152/ajpendo.00244.2018. Epub 2018 Dec 21.,Hu Z,Am J Physiol Endocrinol Metab,2019,2018/12/22,PMC6459299,,10.1152/ajpendo.00244.2018
30566420,Expression Profile Analysis of Circular RNAs in Ovarian Endometriosis by Microarray and Bioinformatics,"Zhang M, Ren C, Xiao Y, Xia X, Fang X.",Med Sci Monit. 2018 Dec 19;24:9240-9250. doi: 10.12659/MSM.913885.,Zhang M,Med Sci Monit,2018,2018/12/20,PMC6320645,,10.12659/MSM.913885
30542723,"MiR‑381 regulates cell motility, growth and colony formation through PIK3CA in endometriosis‑associated clear cell and endometrioid ovarian cancer","Hsu CY, Hsieh TH, Er TK, Chen HS, Tsai CC, Tsai EM.",Oncol Rep. 2018 Dec;40(6):3734-3742. doi: 10.3892/or.2018.6779. Epub 2018 Oct 9.,Hsu CY,Oncol Rep,2018,2018/12/14,,,10.3892/or.2018.6779
30500775,Estradiol promotes EMT in endometriosis via MALAT1/miR200s sponge function,"Du Y, Zhang Z, Xiong W, Li N, Liu H, He H, Li Q, Liu Y, Zhang L.",Reproduction. 2019 Feb;157(2):179-188. doi: 10.1530/REP-18-0424.,Du Y,Reproduction,2019,2018/12/1,PMC7305834,NIHMS1588823,10.1530/REP-18-0424
30487429,Differentially-Expressed miRNAs in Ectopic Stromal Cells Contribute to Endometriosis Development: The Plausible Role of miR-139-5p and miR-375,"Rekker K, Tasa T, Saare M, Samuel K, Kadastik Ü, Karro H, Götte M, Salumets A, Peters M.",Int J Mol Sci. 2018 Nov 28;19(12):3789. doi: 10.3390/ijms19123789.,Rekker K,Int J Mol Sci,2018,2018/11/30,PMC6321240,,10.3390/ijms19123789
30453861,"Alteration of Myeloid-Derived Suppressor Cells, Chronic Inflammatory Cytokines, and Exosomal miRNA Contribute to the Peritoneal Immune Disorder of Patients With Endometriosis","Chen Y, Wang K, Xu Y, Guo P, Hong B, Cao Y, Wei Z, Xue R, Wang C, Jiang H.",Reprod Sci. 2019 Aug;26(8):1130-1138. doi: 10.1177/1933719118808923. Epub 2018 Nov 19.,Chen Y,Reprod Sci,2019,2018/11/21,,,10.1177/1933719118808923
30431056,Exosome-mediated microRNA-138 and vascular endothelial growth factor in endometriosis through inflammation and apoptosis via the nuclear factor-κB signaling pathway,"Zhang A, Wang G, Jia L, Su T, Zhang L.",Int J Mol Med. 2019 Jan;43(1):358-370. doi: 10.3892/ijmm.2018.3980. Epub 2018 Nov 6.,Zhang A,Int J Mol Med,2019,2018/11/16,PMC6257842,,10.3892/ijmm.2018.3980
30378307,[The Expression of microRNA-221 in Endometriosis and Its Impact on Endometrial Stromal Cells],"Du XH, Shi G, Lü DH, Wang YH, Chen JT, Zheng Q, Yin X.",Sichuan Da Xue Xue Bao Yi Xue Ban. 2018 Jul;49(4):546-550.,Du XH,Sichuan Da Xue Xue Bao Yi Xue Ban,2018,2018/11/1,,,
30359864,Quercetin inhibits proliferation of endometriosis regulating cyclin D1 and its target microRNAs in vitro and in vivo,"Park S, Lim W, Bazer FW, Whang KY, Song G.",J Nutr Biochem. 2019 Jan;63:87-100. doi: 10.1016/j.jnutbio.2018.09.024. Epub 2018 Oct 16.,Park S,J Nutr Biochem,2019,2018/10/26,,,10.1016/j.jnutbio.2018.09.024
30288484,The relationship between the expression levels of miR-135a and HOXA10 gene in the eutopic and ectopic endometrium,"Mirabutalebi SH, Karami N, Montazeri F, Fesahat F, Sheikhha MH, Hajimaqsoodi E, Karimi Zarchi M, Kalantar SM.",Int J Reprod Biomed. 2018 Aug;16(8):501-506.,Mirabutalebi SH,Int J Reprod Biomed,2018,2018/10/6,PMC6163047,,
30231774,Endometrial miR-543 Is Downregulated During the Implantation Window in Women With Endometriosis-Related Infertility,"Yang P, Wu Z, Ma C, Pan N, Wang Y, Yan L.",Reprod Sci. 2019 Jul;26(7):900-908. doi: 10.1177/1933719118799199. Epub 2018 Sep 19.,Yang P,Reprod Sci,2019,2018/9/21,,,10.1177/1933719118799199
30226573,Systematic analysis of hsa-miR-363 gene overexpression pattern in endometrial stromal cells,"Li W, Fan X, Zhang M, Huang L, Lv S, Wang L, Wu Y, Dai C, Xu J, Xu P, Fu Z, Jia X, Shi X.",Int J Mol Med. 2018 Nov;42(5):2793-2800. doi: 10.3892/ijmm.2018.3840. Epub 2018 Aug 24.,Li W,Int J Mol Med,2018,2018/9/19,,,10.3892/ijmm.2018.3840
30203794,MicroRNA Dysregulation and Steroid Hormone Receptor Expression in Uterine Tissues of Rats with Endometriosis during the Implantation Window,"Cai H, Zhu XX, Li ZF, Zhu YP, Lang JH.",Chin Med J (Engl). 2018 Sep 20;131(18):2193-2204. doi: 10.4103/0366-6999.240808.,Cai H,Chin Med J (Engl),2018,2018/9/12,PMC6144856,,10.4103/0366-6999.240808
30066926,Role of miR‑449b‑3p in endometriosis via effects on endometrial stromal cell proliferation and angiogenesis,"Liu Y, Chen J, Zhu X, Tang L, Luo X, Shi Y.",Mol Med Rep. 2018 Sep;18(3):3359-3365. doi: 10.3892/mmr.2018.9341. Epub 2018 Jul 31.,Liu Y,Mol Med Rep,2018,2018/8/2,PMC6102748,,10.3892/mmr.2018.9341
30063121,microRNA Let-7b: A Novel treatment for endometriosis,"Sahin C, Mamillapalli R, Yi KW, Taylor HS.",J Cell Mol Med. 2018 Nov;22(11):5346-5353. doi: 10.1111/jcmm.13807. Epub 2018 Jul 31.,Sahin C,J Cell Mol Med,2018,2018/8/1,PMC6201226,,10.1111/jcmm.13807
30037059,Non-Coding RNAs in Endometrial Physiopathology,"Ferlita A, Battaglia R, Andronico F, Caruso S, Cianci A, Purrello M, Pietro CD.",Int J Mol Sci. 2018 Jul 20;19(7):2120. doi: 10.3390/ijms19072120.,Ferlita A,Int J Mol Sci,2018,2018/7/25,PMC6073439,,10.3390/ijms19072120
29962266,Suppression of autophagy and HCK signaling promotes PTGS2(high) FCGR3(-) NK cell differentiation triggered by ectopic endometrial stromal cells,"Mei J, Zhou WJ, Zhu XY, Lu H, Wu K, Yang HL, Fu Q, Wei CY, Chang KK, Jin LP, Wang J, Wang YM, Li DJ, Li MQ.",Autophagy. 2018;14(8):1376-1397. doi: 10.1080/15548627.2018.1476809. Epub 2018 Jul 20.,Mei J,Autophagy,2018,2018/7/3,PMC6103661,,10.1080/15548627.2018.1476809
29937493,Pathogenomics of Endometriosis Development,"Baranov V, Malysheva O, Yarmolinskaya M.",Int J Mol Sci. 2018 Jun 23;19(7):1852. doi: 10.3390/ijms19071852.,Baranov V,Int J Mol Sci,2018,2018/6/26,PMC6073754,,10.3390/ijms19071852
29901577,"Serum miR-17, IL-4, and IL-6 levels for diagnosis of endometriosis","Wang F, Wang H, Jin D, Zhang Y.",Medicine (Baltimore). 2018 Jun;97(24):e10853. doi: 10.1097/MD.0000000000010853.,Wang F,Medicine (Baltimore),2018,2018/6/15,PMC6023682,,10.1097/MD.0000000000010853
29861704,Molecular and Cellular Pathogenesis of Endometriosis,"Klemmt PAB, Starzinski-Powitz A.",Curr Womens Health Rev. 2018 Jun;14(2):106-116. doi: 10.2174/1573404813666170306163448.,Klemmt PAB,Curr Womens Health Rev,2018,2018/6/5,PMC5925869,,10.2174/1573404813666170306163448
29857988,hsa-miRNA-154-5p expression in plasma of endometriosis patients is a potential diagnostic marker for the disease,"Pateisky P, Pils D, Szabo L, Kuessel L, Husslein H, Schmitz A, Wenzl R, Yotova I.",Reprod Biomed Online. 2018 Oct;37(4):449-466. doi: 10.1016/j.rbmo.2018.05.007. Epub 2018 May 22.,Pateisky P,Reprod Biomed Online,2018,2018/6/3,,,10.1016/j.rbmo.2018.05.007
29845209,G protein‑coupled estrogen receptor/miR‑148a/human leukocyte antigen‑G signaling pathway mediates cell apoptosis of ovarian endometriosis,"He SZ, Li J, Bao HC, Wang MM, Wang XR, Huang X, Li FH, Zhang W, Xu AL, Fang HC, Sheng YX.",Mol Med Rep. 2018 Jul;18(1):1141-1148. doi: 10.3892/mmr.2018.9039. Epub 2018 May 21.,He SZ,Mol Med Rep,2018,2018/5/31,,,10.3892/mmr.2018.9039
29762665,miR-194-3p Represses the Progesterone Receptor and Decidualization in Eutopic Endometrium From Women With Endometriosis,"Pei T, Liu C, Liu T, Xiao L, Luo B, Tan J, Li X, Zhou G, Duan C, Huang W.",Endocrinology. 2018 Jul 1;159(7):2554-2562. doi: 10.1210/en.2018-00374.,Pei T,Endocrinology,2018,2018/5/16,,,10.1210/en.2018-00374
29697794,Non-coding RNAs in endometriosis: a narrative review,"Panir K, Schjenken JE, Robertson SA, Hull ML.",Hum Reprod Update. 2018 Jul 1;24(4):497-515. doi: 10.1093/humupd/dmy014.,Panir K,Hum Reprod Update,2018,2018/4/27,,,10.1093/humupd/dmy014
